Timestamp,Position_X,Position_Y
107603000000,2.887531183553367,7.615101032904962
107623000000,2.887532826701756,7.615113015166712
107643000000,2.8875331619227205,7.6151249777038466
107663000000,2.8875323710619316,7.615135959093918
107684000000,2.8875332354929415,7.615147811281109
107703000000,2.887531866974676,7.6151598928226845
107723000000,2.8875331205315673,7.615171341606976
107744000000,2.8875353651189917,7.615183741411171
107763000000,2.8875404536499767,7.6151967663805245
107809000000,2.887535462990592,7.615207684386634
107809000000,2.887535628227592,7.615221069859367
107857000000,2.887536417868318,7.615233080472337
107857000000,2.887535089403929,7.615245767987088
107905000000,2.887536552920698,7.615258337969519
107905000000,2.8875395440199174,7.615269474911469
107905000000,2.887537672135952,7.615282863163336
107953000000,2.8875383382925994,7.615295077597406
107953000000,2.887538951833433,7.615307496640494
107963000000,2.887538805195815,7.615321181908245
107984000000,2.88753899012971,7.615332813921512
108025000000,2.887539983007557,7.615344663117374
108025000000,2.8875401255724404,7.615357274364596
108068000000,2.887541777121687,7.615369881614292
108068000000,2.8875448693074106,7.615380590323251
108117000000,2.887543511414409,7.61539595292122
108117000000,2.8875483688793975,7.615407419238547
108164000000,2.8875450739225283,7.615419386911939
108164000000,2.887546036870265,7.615432895183631
108164000000,2.8875478100351115,7.61544356190091
108208000000,2.887547624517868,7.615455095128382
108208000000,2.88754857961087,7.615467320390296
108223000000,2.887549021299302,7.615479853296273
108244000000,2.8875497457430277,7.6154918855883835
108284000000,2.887551654351543,7.615499983968233
108284000000,2.8875523159250776,7.61551320996266
108328000000,2.8875531668411023,7.615522289471187
108328000000,2.8875533631995784,7.615534973163864
108376000000,2.887553145707515,7.615548207640551
108376000000,2.887552181895811,7.615563771415235
108420000000,2.8875540921272767,7.615573102230819
108420000000,2.8875551554679753,7.6155909258170995
108464000000,2.8875545712931023,7.615598618072455
108464000000,2.887556129658719,7.61561729629369
108464000000,2.887555055654327,7.615625103053075
108508000000,2.88755589950256,7.615639541021917
108508000000,2.8875566953847924,7.615649359794495
108523000000,2.8875572797119844,7.615661819661551
108543000000,2.887557924441432,7.615673809229138
108584000000,2.8875619085220263,7.615685712872804
108584000000,2.887561916546037,7.615698693401963
108628000000,2.887564157336108,7.61570962454546
108628000000,2.8875634607311573,7.615722216723823
108672000000,2.887565680760985,7.615731575897791
108672000000,2.8875663573769774,7.615738462209705
108720000000,2.887567857726101,7.615756176881506
108720000000,2.8875669700678857,7.6157670204632115
108768000000,2.8875689246269545,7.615777804005268
108768000000,2.887569385011511,7.615786495969433
108768000000,2.8875691185205814,7.615800640930806
108812000000,2.8875706253030917,7.6158108043691
108812000000,2.887569948038989,7.615825444151478
108824000000,2.88757053068144,7.6158374442902375
108843000000,2.8875708767208454,7.615849405653036
108888000000,2.887571617019859,7.6158586280709715
108888000000,2.8875713966819765,7.615871430786534
108936000000,2.8875745336086505,7.615881869569079
108936000000,2.887578005678582,7.615892136823512
108980000000,2.887576901188861,7.615905734533519
108980000000,2.8875786545153455,7.6159147892086585
109028000000,2.887577006104024,7.615929304751154
109028000000,2.887573730460022,7.615936894599139
109028000000,2.887577162343646,7.615951364202598
109076000000,2.8875769280524177,7.615961269332617
109076000000,2.8875779728281312,7.615974754889895
109084000000,2.8875779840212314,7.615986468783325
109103000000,2.887578611647156,7.6159987067736505
109143000000,2.8875762305061277,7.616012713338043
109192000000,2.8875774225688158,7.616024227748466
109192000000,2.8875774809126167,7.616038837014682
109192000000,2.8875778197312965,7.616054278222666
109240000000,2.887579242448776,7.616064290386334
109240000000,2.8875825419381798,7.616080518765985
109245000000,2.887578841811973,7.6160884836286336
109263000000,2.8875802500575904,7.616103287375018
109304000000,2.8875814219360336,7.616113871138668
109348000000,2.887584637553102,7.616128662263355
109348000000,2.887582671722133,7.616137071943691
109348000000,2.8875823643023946,7.616150975609138
109396000000,2.887581371729013,7.616165875909798
109396000000,2.8875838993079843,7.616173168926054
109403000000,2.8875843169466044,7.616185164853335
109423000000,2.8875838943509087,7.616198109447257
109463000000,2.8875850124543554,7.616210156866041
109463000000,2.8875832467247182,7.616223085536108
109508000000,2.8875818948237684,7.616236494343553
109508000000,2.8875820613861167,7.616247330299545
109556000000,2.8875800555726805,7.616260587179537
109556000000,2.8875825669083834,7.616271977943452
109600000000,2.887582306029791,7.616285567990216
109600000000,2.88758219306862,7.616296559173831
109648000000,2.887583006840224,7.616310342428518
109648000000,2.8875836634283085,7.616320114029754
109648000000,2.8875839890858264,7.616332346778539
109692000000,2.8875845952008383,7.616344245107328
109692000000,2.887585212026382,7.616354718072883
109704000000,2.887585653236534,7.616367214009386
109723000000,2.88758702095437,7.61637641762776
109767000000,2.8875878047630845,7.6163896362248815
109767000000,2.887587364616518,7.616399492162341
109811000000,2.8875884312492452,7.616412801587628
109811000000,2.8875861892555967,7.616424251717916
109855000000,2.8875830057948257,7.616434030559037
109855000000,2.887585736410769,7.616450170517506
109903000000,2.8875846239120095,7.616462187702336
109903000000,2.887584876381479,7.616472686721104
109951000000,2.887584171171872,7.616486076026058
109951000000,2.8875818449386563,7.616499305665923
109951000000,2.8875881783759123,7.616510016961559
109995000000,2.8875888319146736,7.616521552128617
109995000000,2.887589699278091,7.616527721907392
110003000000,2.887590420436468,7.616541301424432
110023000000,2.8875918800131433,7.616550567652182
110063000000,2.887592399717306,7.6165630768903325
110107000000,2.8875926139761767,7.6165748054183675
110107000000,2.88759099242557,7.616587160633207
110107000000,2.8875939937095194,7.61659964397531
110151000000,2.8875914920985797,7.616615405241379
110151000000,2.887595432484452,7.616624524129933
