Timestamp,Position_X,Position_Y
197195000000,4.2933902718301775,9.071606364071915
197214000000,4.293390293165055,9.07160754027226
197234000000,4.293390761734731,9.071608104108565
197255000000,4.2933900758564585,9.071607219367115
197274000000,4.293389305783466,9.07160692828407
197294000000,4.293390352427787,9.071607316027109
197314000000,4.293389742120486,9.07160694490872
197335000000,4.293389512180326,9.071607195988594
197354000000,4.293388651479903,9.071607239401539
197396000000,4.293388373911185,9.071606980788099
197396000000,4.29338718171627,9.071607359376214
197440000000,4.293388178524801,9.071607891891613
197440000000,4.293386110609013,9.07160763958797
197488000000,4.293384365327728,9.071607972028561
197488000000,4.293385054347357,9.07160748630572
197536000000,4.293387090647922,9.071609010655992
197536000000,4.293386152769236,9.071607575764789
197536000000,4.293387482098157,9.071607947569538
197580000000,4.293384661223466,9.071609621776501
197580000000,4.293385771144775,9.071609747698458
197594000000,4.293385942532859,9.071609139748888
197615000000,4.293384890120368,9.071606780793092
197656000000,4.2933845514183675,9.071606799270727
197656000000,4.293383036335915,9.07160482181342
197699000000,4.293382345025987,9.071606277721065
197699000000,4.293382323472423,9.071604776926977
197743000000,4.293382112054723,9.07160200189916
197743000000,4.293382766155151,9.071606186366836
197787000000,4.293382019696222,9.07160569801056
197787000000,4.293381302745901,9.071605125268057
197835000000,4.293380775001826,9.071605010648335
197835000000,4.293381054175398,9.07160455930643
197835000000,4.2933810518208215,9.071603867780144
197879000000,4.293381398426253,9.071603605635039
197879000000,4.293379834024088,9.071599687264243
197894000000,4.293380719994975,9.071602945714682
197914000000,4.293378940105692,9.071601067929722
197955000000,4.293381026108392,9.07160309306479
197955000000,4.29338007920977,9.071601822650925
198003000000,4.293378151585053,9.071599143631662
198003000000,4.293379770425207,9.071602713585403
198047000000,4.293379138879823,9.071601973031969
198047000000,4.2933810645236195,9.071600254901396
198095000000,4.293381930271681,9.071599634550685
198095000000,4.293383477761349,9.071598521246102
198095000000,4.293384728519539,9.071599170980633
198139000000,4.293384260641266,9.071597175743724
198139000000,4.293383550381998,9.071592984008515
198154000000,4.293383849320999,9.07159621587846
198174000000,4.293384116652843,9.071596038052505
198219000000,4.293383382765957,9.07159538007353
198219000000,4.2933822231623235,9.071594803392244
198267000000,4.2933835160001035,9.071595048627742
198267000000,4.293382795209533,9.07159503928912
198311000000,4.293384123340489,9.071595830307457
198311000000,4.293383242160579,9.07159550925332
198359000000,4.293383638756974,9.071596050379453
198359000000,4.293383610395645,9.071595552988319
198359000000,4.293383457225432,9.071595797665543
198407000000,4.293384830442794,9.071596248134608
198407000000,4.293385366087043,9.071596838309407
198414000000,4.293386528382893,9.071595930595775
198434000000,4.293387783637389,9.071593788891366
198475000000,4.293387155257137,9.071594850821416
198475000000,4.293387462826823,9.071592498599642
198519000000,4.293387351941396,9.07159381391156
198519000000,4.293390265773455,9.071591767547192
198563000000,4.2933869832253135,9.07159399752401
198563000000,4.293387546332758,9.071593448888452
198611000000,4.293386876826821,9.071593309392735
198611000000,4.293387299965473,9.071593146527169
198654000000,4.293387700938764,9.071593539789427
198654000000,4.293388270847838,9.071595286220536
198654000000,4.293388844192598,9.071596260589786
198698000000,4.293388396937928,9.071596802102839
198698000000,4.29338796518445,9.071596556883767
198714000000,4.293388277921403,9.071597660678613
198734000000,4.293389501467153,9.071597705667019
198774000000,4.293388895187164,9.07159803538124
198774000000,4.293390818186552,9.071593364452385
198822000000,4.293389701159651,9.07159750630532
198822000000,4.2933921461524065,9.071597847878522
198866000000,4.293392206922273,9.071598901413521
198866000000,4.293392877667241,9.071598343412386
198914000000,4.293394131772175,9.071596687000236
198914000000,4.293393800660096,9.071598738768957
198914000000,4.293393600155462,9.071598772468215
198958000000,4.293393260513584,9.071598642426125
198958000000,4.29339298810404,9.071598086837213
198974000000,4.293393310722905,9.071599270479581
198994000000,4.293393587276389,9.071598941474889
199038000000,4.293393649996973,9.071599510898379
199038000000,4.293393289006968,9.071597372296155
199086000000,4.2933939976208855,9.071599665727305
199086000000,4.293395518727467,9.071598375931911
199130000000,4.293394461321699,9.071598683860792
199130000000,4.293396850326663,9.071599396177593
199174000000,4.293393249610134,9.071598485892483
199174000000,4.29339448023764,9.071597631479813
199218000000,4.293394082189497,9.071598752142254
199218000000,4.2933938630972515,9.07159816067307
199218000000,4.293394031628471,9.07159786980992
199261000000,4.293394573667883,9.071597209807644
199261000000,4.293394049182439,9.071596979145907
199274000000,4.293395655723128,9.071596161649355
199295000000,4.293396105358908,9.071596530722887
199342000000,4.293396697952794,9.071595190208267
199342000000,4.293397286076818,9.071591955038082
199385000000,4.293397371819166,9.071593795785235
199385000000,4.293399720402037,9.07158790130029
199429000000,4.293396343917254,9.07159446676554
199429000000,4.2933969831913785,9.071592654479215
199474000000,4.293397241268957,9.071594365002932
199474000000,4.293397223728287,9.071593679393189
199517000000,4.293396586557108,9.071592759536221
199517000000,4.293395490930099,9.071591663721717
199517000000,4.293395422646239,9.071590998630251
199566000000,4.29339412651238,9.07159120431481
199566000000,4.29339414166464,9.071591128452427
199574000000,4.293393768929459,9.071591509134926
199594000000,4.293395639032363,9.071592364959484
199637000000,4.293393757980272,9.071591335260454
199637000000,4.293395663906634,9.071590545530166
199685000000,4.293396680729084,9.071591437327863
199685000000,4.293396293240696,9.071590959666837
199729000000,4.293394200731088,9.071589017550394
199729000000,4.293398147917339,9.071593769113973
199777000000,4.293397389807227,9.071593344504626
199777000000,4.293399179243796,9.071591908760222
199777000000,4.2933995659982624,9.071591274680296
199821000000,4.293401875662114,9.071590617105766
