Timestamp,Latitude,Longitude
1701025233762795448,-34.39607250349149,-70.80957378173314
1701025233933181285,-34.39607262744198,-70.80957378059475
1701025233941344261,-34.39607267702722,-70.80957378491402
1701025233943063497,-34.396072734091746,-70.80957376799861
1701025233946390628,-34.39607290078441,-70.80957376918005
1701025233948421716,-34.39607296366058,-70.80957373614832
1701025233950755596,-34.39607304078809,-70.80957375775266
1701025233960139751,-34.39607314482071,-70.80957371409573
1701025233961420536,-34.39607326637224,-70.80957371610373
1701025233962086200,-34.39607335754501,-70.8095737283251
1701025233962870359,-34.39607350596824,-70.80957372189773
1701025233969853878,-34.39607362012449,-70.8095737307419
1701025233971725463,-34.39607379131363,-70.80957373942425
1701025233979190111,-34.39607397447355,-70.8095736978268
1701025233984210491,-34.3960741084836,-70.80957369268451
1701025233984383583,-34.3960743024297,-70.8095736453971
1701025233984877824,-34.39607441250516,-70.80957359394397
1701025233996569633,-34.39607451018133,-70.80957359269573
1701025234075203418,-34.39607462747378,-70.80957357273806
1701025234198807954,-34.39607472126449,-70.8095735603471
1701025234426190137,-34.396074792939565,-70.80957359273279
1701025234489337444,-34.39607484991068,-70.80957360769872
1701025234562315225,-34.396074954979795,-70.80957359128507
1701025235478265523,-34.39607507292748,-70.80957360851646
1701025236112855434,-34.39607513341493,-70.80957366508547
1701025237183852434,-34.39607518694214,-70.80957369008601
1701025237853463888,-34.39607527088368,-70.80957373366195
1701025238542845010,-34.39607528286439,-70.8095737504568
1701025239221345186,-34.39607531564693,-70.80957373320145
1701025240017045736,-34.39607538427474,-70.80957372624759
1701025240974554061,-34.39607539630636,-70.80957373196424
1701025241015353202,-34.39607539696849,-70.80957375479596
1701025241181269645,-34.39607543952218,-70.80957371420392
1701025241200678586,-34.39607551741907,-70.80957369924202
1701025241259835720,-34.39607556831022,-70.80957372527297
1701025241273473978,-34.396075604656176,-70.80957376964503
1701025243281314611,-34.39607562592791,-70.80957380283313
1701025243313215255,-34.39607568270633,-70.80957390005631
1701025243328602790,-34.396075662773576,-70.80957395766849
1701025243342700719,-34.396075646650715,-70.80957407761547
1701025243436264991,-34.39607567373678,-70.80957421271955
1701025243449943780,-34.396075670285725,-70.80957431377314
1701025243462281703,-34.396075632105735,-70.8095744312082
1701025243483478069,-34.396075577311805,-70.80957452217801
1701025243494569063,-34.396075547548875,-70.80957460666659
1701025243557054042,-34.39607549929999,-70.80957467147013
1701025243681233406,-34.396075410719455,-70.80957471753423
1701025243871694087,-34.396075381657646,-70.80957475114825
1701025243905686378,-34.39607527676123,-70.80957474654079
1701025243920307636,-34.396075170966505,-70.80957474108169
1701025243937782287,-34.39607508062733,-70.80957469978875
1701025244035684108,-34.39607499988381,-70.80957470364346
1701025244048102855,-34.39607488666022,-70.80957467221538
1701025244212749481,-34.39607479772089,-70.80957465452357
1701025244234958648,-34.39607465764651,-70.80957463164441
1701025244288983106,-34.39607448956623,-70.80957463971147
1701025244322608232,-34.396074395298015,-70.80957465533275
1701025244351766586,-34.396074268412235,-70.80957462005593
1701025244406699419,-34.39607412699459,-70.80957459381709
1701025244462478876,-34.39607398800478,-70.80957455760236
1701025244556554555,-34.3960738673993,-70.8095745192073
1701025244633437871,-34.39607377344092,-70.80957448230798
1701025244736890792,-34.39607360737803,-70.80957443810122
1701025244751276731,-34.39607350607506,-70.80957442591311
1701025244767636299,-34.396073351086045,-70.80957436894992
1701025244786051511,-34.396073270153025,-70.80957436473712
1701025244809628486,-34.39607315907473,-70.80957429069004
1701025244878933429,-34.396073100375126,-70.80957428553106
1701025244890094995,-34.3960730235369,-70.80957424383796
1701025244928386449,-34.396072961903144,-70.8095742461771
1701025244944889068,-34.39607291429057,-70.80957421506905
1701025245008978843,-34.39607288095462,-70.80957417396615
1701025245151811122,-34.39607286407566,-70.8095741414091
1701025245198032379,-34.396072856327336,-70.80957409755703
1701025245214045286,-34.39607278672027,-70.80957403516909
1701025245230377435,-34.396072738501424,-70.80957400679408
1701025245252811431,-34.39607270819833,-70.80957394195988
