Timestamp,Latitude,Longitude
1701014858458507776,-34.396070994624594,-70.80957228978167
1701014858460306406,-34.39607096439347,-70.80957223315238
1701014858463513612,-34.39607090452418,-70.80957219053498
1701014858465560674,-34.39607085360699,-70.8095721651297
1701014858468631744,-34.39607081737468,-70.80957214566352
1701014858471206188,-34.39607078951163,-70.80957214388314
1701014858473001003,-34.3960707556235,-70.80957211572981
1701014858475671052,-34.39607074403752,-70.80957215335856
1701014858477779865,-34.3960707100774,-70.80957216689752
1701014858480120182,-34.39607069759908,-70.80957217955756
1701014858485807180,-34.396070709091056,-70.80957219352719
1701014858487854003,-34.39607073162591,-70.80957219009693
1701014858490084886,-34.39607077469369,-70.80957221845877
1701014858494206905,-34.39607080794743,-70.80957225707085
1701014858496215343,-34.39607087225442,-70.80957229336255
1701014858502196788,-34.39607091078146,-70.80957233467412
1701014858504898309,-34.396070959470606,-70.8095723468722
1701014858509246110,-34.39607100252682,-70.80957239018909
1701014858511315822,-34.396070994404184,-70.8095723830119
1701014858513038158,-34.39607106392677,-70.8095723535439
1701014858516774892,-34.396071028822696,-70.80957240039332
1701014858520954132,-34.3960710488538,-70.8095724161733
1701014858522988557,-34.39607107495527,-70.80957244306687
1701014858529303550,-34.39607106022713,-70.8095724383022
1701014858535893440,-34.396070985154275,-70.80957249341154
1701014858547407388,-34.396070979604104,-70.80957252975773
1701014858549826383,-34.39607096356829,-70.80957254754078
1701014858551230669,-34.39607093381585,-70.8095725847897
1701014858556246995,-34.396070903152946,-70.80957266122915
1701014858565335512,-34.39607084015492,-70.80957263700004
1701014858567606687,-34.39607078010417,-70.80957270404114
1701014858597546815,-34.39607074573672,-70.80957270085543
1701014858607814311,-34.39607070014502,-70.80957270661531
1701014858612062215,-34.39607064113772,-70.80957268556708
1701014858617864370,-34.39607063689414,-70.80957271127376
1701014858624824285,-34.39607056743268,-70.80957271787105
1701014858632164955,-34.39607048126479,-70.8095727348319
1701014858636839151,-34.39607044304448,-70.80957276908735
1701014858671005725,-34.39607039527266,-70.80957275425456
1701014858700873136,-34.39607028310824,-70.80957279393128
1701014858707887649,-34.396070205417686,-70.80957282573218
1701014858755358457,-34.396070111394934,-70.80957283134343
1701014858763230800,-34.396069997119554,-70.80957284545144
1701014858778174400,-34.39606992465535,-70.80957290132531
1701014858795454025,-34.396069850153225,-70.80957292353493
1701014858800874948,-34.396069820746256,-70.8095729822489
1701014858829264879,-34.39606981221535,-70.80957299496461
1701014858849844932,-34.39606979457725,-70.80957297034274
1701014858866476774,-34.3960697564876,-70.80957293664929
1701014858866996765,-34.39606975688157,-70.80957293757926
1701014858897540330,-34.39606972478475,-70.80957293382762
1701014858915220499,-34.39606969545622,-70.80957293696655
1701014858929942846,-34.39606969068271,-70.80957298540282
1701014858930058956,-34.39606970899213,-70.80957295266037
1701014858964432716,-34.39606972074939,-70.80957297556984
1701014858971080780,-34.396069768916924,-70.80957299928706
1701014858985867261,-34.39606980530781,-70.80957298424786
1701014859022464275,-34.39606990534459,-70.80957302053686
1701014859042079210,-34.39606995505275,-70.809573047655
1701014859042758464,-34.396069998989724,-70.80957309044814
1701014859060332775,-34.39607003835926,-70.80957308330146
1701014859076133966,-34.39607009218138,-70.80957312956593
1701014859076910018,-34.39607017324108,-70.80957315933459
1701014859110575675,-34.396070268671295,-70.8095731673479
1701014859111084222,-34.39607029948939,-70.80957318371264
1701014859117340564,-34.39607033743972,-70.80957322929679
1701014859117388963,-34.39607039115606,-70.80957325610753
1701014859132849693,-34.396070449067786,-70.80957324748547
1701014859133059501,-34.3960705461309,-70.8095732886572
1701014859163096904,-34.396070664568576,-70.80957333669205
1701014859181296110,-34.396070790933905,-70.80957341549495
1701014859181851387,-34.396070883080725,-70.80957347418558
1701014859190807104,-34.39607102046039,-70.8095734964632
1701014859191565752,-34.39607115543916,-70.80957358647251
1701014859261351346,-34.39607128475802,-70.80957359549376
1701014859267082214,-34.39607140608861,-70.8095736412716
1701014859275614261,-34.396071494944394,-70.80957365709557
1701014859437114000,-34.39607164393078,-70.80957368524648
1701014859439259290,-34.39607177864454,-70.8095737266143
1701014859442903995,-34.39607195010785,-70.80957373973612
1701014859442938327,-34.39607209624407,-70.80957375743522
1701014859461598157,-34.39607227221127,-70.80957375017573
1701014859467794656,-34.39607236430831,-70.80957377610929
1701014863304034709,-34.39607250349149,-70.80957378173314
1701014863476372003,-34.39607262744198,-70.80957378059475
1701014863484639406,-34.39607267702722,-70.80957378491402
1701014863489265441,-34.396072734091746,-70.80957376799861
1701014863495950698,-34.39607290078441,-70.80957376918005
1701014863497442245,-34.39607296366058,-70.80957373614832
1701014863498120546,-34.39607304078809,-70.80957375775266
1701014863504089117,-34.39607314482071,-70.80957371409573
1701014863506490468,-34.39607326637224,-70.80957371610373
1701014863508500576,-34.39607335754501,-70.8095737283251
1701014863511151313,-34.39607350596824,-70.80957372189773
1701014863515447378,-34.39607362012449,-70.8095737307419
1701014863517370462,-34.39607379131363,-70.80957373942425
1701014863524898767,-34.39607397447355,-70.8095736978268
1701014863527523756,-34.3960741084836,-70.80957369268451
1701014863527659177,-34.3960743024297,-70.8095736453971
1701014863528173923,-34.39607441250516,-70.80957359394397
1701014863539704799,-34.39607451018133,-70.80957359269573
1701014863618314743,-34.39607462747378,-70.80957357273806
1701014863743166208,-34.39607472126449,-70.8095735603471
1701014863969228744,-34.396074792939565,-70.80957359273279
1701014864031260013,-34.39607484991068,-70.80957360769872
1701014864105480670,-34.396074954979795,-70.80957359128507
1701014865021525859,-34.39607507292748,-70.80957360851646
1701014865655728816,-34.39607513341493,-70.80957366508547
1701014866735167264,-34.39607518694214,-70.80957369008601
1701014867396636724,-34.39607527088368,-70.80957373366195
1701014868085969924,-34.39607528286439,-70.8095737504568
1701014868764458179,-34.39607531564693,-70.80957373320145
1701014869568300247,-34.39607538427474,-70.80957372624759
1701014870525903701,-34.39607539630636,-70.80957373196424
1701014870566918611,-34.39607539696849,-70.80957375479596
1701014870732451677,-34.39607543952218,-70.80957371420392
1701014870751748323,-34.39607551741907,-70.80957369924202
1701014870811074018,-34.39607556831022,-70.80957372527297
1701014870824858903,-34.396075604656176,-70.80957376964503
1701014870927420139,-34.39607562592791,-70.80957380283313
1701014870958791494,-34.39607568270633,-70.80957390005631
1701014870974629878,-34.396075662773576,-70.80957395766849
1701014870988472223,-34.396075646650715,-70.80957407761547
1701014871082407236,-34.39607567373678,-70.80957421271955
1701014871096328973,-34.396075670285725,-70.80957431377314
1701014871109192609,-34.396075632105735,-70.8095744312082
1701014871129583120,-34.396075577311805,-70.80957452217801
1701014871140651702,-34.396075547548875,-70.80957460666659
1701014871203022003,-34.39607549929999,-70.80957467147013
1701014871327227115,-34.396075410719455,-70.80957471753423
1701014871517745256,-34.396075381657646,-70.80957475114825
1701014871551708936,-34.39607527676123,-70.80957474654079
1701014871565273046,-34.396075170966505,-70.80957474108169
1701014871584077119,-34.39607508062733,-70.80957469978875
1701014871681685447,-34.39607499988381,-70.80957470364346
1701014871693520307,-34.39607488666022,-70.80957467221538
1701014871860609292,-34.39607479772089,-70.80957465452357
1701014871880899429,-34.39607465764651,-70.80957463164441
1701014871934731483,-34.39607448956623,-70.80957463971147
1701014871968660116,-34.396074395298015,-70.80957465533275
1701014872000511646,-34.396074268412235,-70.80957462005593
1701014872052521705,-34.39607412699459,-70.80957459381709
1701014872108228683,-34.39607398800478,-70.80957455760236
1701014872202431201,-34.3960738673993,-70.8095745192073
1701014872279431581,-34.39607377344092,-70.80957448230798
1701014872382927417,-34.39607360737803,-70.80957443810122
1701014872396778821,-34.39607350607506,-70.80957442591311
1701014872413584470,-34.396073351086045,-70.80957436894992
1701014872432353019,-34.396073270153025,-70.80957436473712
1701014872455704927,-34.39607315907473,-70.80957429069004
1701014872525050640,-34.396073100375126,-70.80957428553106
1701014872536434888,-34.3960730235369,-70.80957424383796
1701014872574971199,-34.396072961903144,-70.8095742461771
1701014872590838193,-34.39607291429057,-70.80957421506905
1701014872655043125,-34.39607288095462,-70.80957417396615
1701014872798102378,-34.39607286407566,-70.8095741414091
1701014872844738960,-34.396072856327336,-70.80957409755703
1701014872860652446,-34.39607278672027,-70.80957403516909
1701014872876097202,-34.396072738501424,-70.80957400679408
1701014872898846149,-34.39607270819833,-70.80957394195988
1701014872934597492,-34.396072643008125,-70.80957381555378
1701014872950424432,-34.39607260641385,-70.80957375006284
1701014872990447521,-34.39607276045537,-70.80957367372567
1701014873009859085,-34.39607291563298,-70.80957362375284
1701014873184283971,-34.39607306492474,-70.80957354214131
1701014873230353355,-34.3960731501178,-70.80957344164815
1701014873295331239,-34.39607325950021,-70.80957337974316
1701014873317080259,-34.39607331947092,-70.8095732357718
1701014873334304571,-34.39607335812424,-70.80957312885192
1701014873363512277,-34.39607336751229,-70.80957303644317
1701014873390805006,-34.396073420315425,-70.80957295105794
1701014873400358676,-34.39607346774743,-70.80957284461144
1701014873507820367,-34.39607351594073,-70.8095727789497
1701014873537340879,-34.39607348332163,-70.80957267324278
1701014873547534704,-34.3960735418143,-70.80957251437806
1701014873599893093,-34.39607354955603,-70.80957241659043
1701014873645834922,-34.39607356839987,-70.80957229635482
1701014873659318923,-34.39607360158958,-70.80957218711835
1701014873829254150,-34.39607367638894,-70.80957206920165
1701014873849081993,-34.39607376963001,-70.80957201562772
1701014873864124298,-34.39607383766093,-70.80957191308873
1701014873957296133,-34.39607396091769,-70.80957183110478
1701014874037507057,-34.396074039128045,-70.8095717523493
1701014874062424421,-34.39607412776214,-70.80957164231984
1701014874081466197,-34.39607426911918,-70.80957160494054
1701014874094012498,-34.39607436374389,-70.80957153009578
1701014874160730838,-34.39607446962767,-70.80957144041389
1701014874242219686,-34.396074572642306,-70.80957138802881
1701014874328175306,-34.39607465678878,-70.8095713299437
1701014874338818311,-34.396074720706636,-70.80957130552022
1701014874507493972,-34.39607475229707,-70.80957126808646
1701014874532350301,-34.39607476398453,-70.80957121444581
1701014874548586606,-34.39607482162888,-70.80957115209256
1701014874562167406,-34.39607490447414,-70.80957114813495
1701014874615953922,-34.396074924478775,-70.80957106649217
1701014874661257266,-34.39607499024731,-70.80957102845875
1701014874804319143,-34.39607501948136,-70.80957099758601
1701014874838573217,-34.39607504813987,-70.80957094668577
1701014874890484333,-34.396075053894286,-70.80957085984454
1701014874966745138,-34.3960750833914,-70.80957083187013
1701014875032004833,-34.39607508227565,-70.80957082062643
1701014875076857328,-34.396075041578285,-70.80957078853871
1701014875120404005,-34.396075029179826,-70.80957076854236
1701014875130754709,-34.396074971770204,-70.80957068805485
1701014875145501136,-34.396074975553425,-70.80957063208183
1701014875164218902,-34.396074996903934,-70.80957054829518
1701014875272955179,-34.396074963761976,-70.80957049988073
1701014875287379264,-34.39607495455702,-70.80957044997605
1701014875304686784,-34.39607492885085,-70.80957042419344
1701014875322946548,-34.39607488793779,-70.80957037963431
1701014875336766004,-34.39607488773869,-70.80957037805852
1701014875392556428,-34.39607489351877,-70.80957034047013
1701014875467028141,-34.396074902057734,-70.80957030762289
1701014875477983951,-34.396074934746416,-70.80957027099831
1701014875488548517,-34.39607494261162,-70.8095702232268
1701014875532561063,-34.39607495762106,-70.80957019113826
1701014875586715221,-34.396075004075826,-70.80957015146909
1701014875603770017,-34.396075085019945,-70.80957010554602
1701014875624585151,-34.396075121168934,-70.80957007223387
1701014875783587694,-34.396075247417635,-70.80957001825216
1701014875815423965,-34.396075285860725,-70.8095699862531
1701014875870863676,-34.396075391506805,-70.80956989765784
1701014875905525684,-34.39607547588265,-70.80956982241044
1701014875961473703,-34.39607554133003,-70.80956977194971
1701014875981066465,-34.39607561226393,-70.80956968191718
1701014875995976686,-34.396075688572736,-70.80956962015432
1701014876074737071,-34.39607573677511,-70.80956955255735
1701014876084614038,-34.39607580712851,-70.80956948510115
1701014876169157028,-34.39607590138746,-70.80956940949591
1701014876257576227,-34.39607594087206,-70.80956936475405
1701014876427031278,-34.39607593042115,-70.80956932217904
1701014876440337657,-34.396075950166434,-70.80956927415498
1701014876460465908,-34.39607594493183,-70.80956920552279
1701014876519854307,-34.39607594925099,-70.80956917762543
1701014876532513618,-34.39607594564673,-70.80956911287981
1701014876545104980,-34.396075940170796,-70.80956910186889
1701014876605781793,-34.39607583025636,-70.80956907501606
1701014876640448093,-34.39607584763173,-70.80956904841929
1701014876658050537,-34.39607577092005,-70.80956902999675
1701014876679139137,-34.396075753119376,-70.80956906775184
1701014876791278600,-34.396075743119994,-70.80956903823775
1701014876820457696,-34.396075750426256,-70.80956906188558
1701014876820503711,-34.39607579241344,-70.8095690729192
1701014876835961818,-34.39607573825597,-70.80956911837318
1701014876848477125,-34.396075754817126,-70.80956914729694
1701014876867364168,-34.39607574722823,-70.80956920621553
1701014876953316688,-34.39607572778604,-70.8095692690661
1701014877041357755,-34.39607572448373,-70.80956937470224
1701014877101390838,-34.396075707153685,-70.8095694324812
1701014877113801717,-34.396075712121544,-70.80956953395292
1701014877213025808,-34.39607574196594,-70.80956959792611
1701014877229182958,-34.396075746038214,-70.80956962260728
1701014877281047582,-34.39607581238303,-70.80956965949049
1701014877304371356,-34.39607582213504,-70.80956967651424
1701014877320889234,-34.396075898165805,-70.80956971309486
1701014877334232807,-34.396075944788684,-70.80956971877099
1701014877341155529,-34.39607602669938,-70.80956976712505
1701014877378199100,-34.39607609392708,-70.8095697956986
1701014877434868574,-34.39607611398288,-70.80956985230895
1701014877451492547,-34.39607615411891,-70.80956988270842
1701014877505516290,-34.39607605702997,-70.80956980476664
1701014877518792390,-34.396075972476574,-70.80956973550573
1701014877621886491,-34.39607589754202,-70.80956964851455
1701014877677537679,-34.396075894039384,-70.80956961545988
1701014877815326213,-34.39607582866711,-70.80956958841101
1701014877829197406,-34.39607580308465,-70.80956954028973
1701014877850707292,-34.39607572735225,-70.8095695013532
1701014877879406690,-34.39607564998954,-70.80956943633879
1701014878044975042,-34.39607561235059,-70.80956934022868
1701014878108205795,-34.39607556897337,-70.80956929922793
1701014878135290861,-34.396075528576006,-70.80956928096926
1701014878135376691,-34.396075546508236,-70.80956930006279
1701014878330065488,-34.39607552383497,-70.80956930690166
1701014878330114841,-34.39607551221483,-70.80956931415446
1701014878459455728,-34.396075502425035,-70.80956934090861
1701014878459496974,-34.39607550236334,-70.80956938075259
1701014878503764152,-34.39607544208653,-70.80956944039755
1701014878531461715,-34.39607537734174,-70.80956949479267
1701014878576307058,-34.39607532515081,-70.80956958926248
1701014878576354265,-34.39607525529598,-70.80956964204796
1701014878595423698,-34.39607517393094,-70.80956966951122
1701014878660146713,-34.39607512429448,-70.8095696704337
1701014878730839729,-34.39607503586602,-70.80956968646785
1701014878730880260,-34.3960750664265,-70.80956970639058
1701014878751734495,-34.39607502359151,-70.80956973187143
1701014878751776456,-34.396074959264105,-70.80956977849081
1701014878877366542,-34.39607490031958,-70.80956979410313
1701014878877428293,-34.39607485750868,-70.80956981242528
1701014878910554885,-34.396074804007895,-70.80956985878377
1701014878910603046,-34.39607476735721,-70.8095699077382
1701014878935574531,-34.39607469134083,-70.80956990197915
1701014878935643672,-34.3960746009588,-70.80956990229791
1701014879006474971,-34.39607455101703,-70.8095699135378
1701014879106739759,-34.396074511807896,-70.80956983675102
1701014879106802701,-34.39607448203673,-70.80956974645335
1701014879106831073,-34.39607445695105,-70.80956965113985
1701014879208479642,-34.39607440808617,-70.80956954223444
1701014879266480684,-34.39607437085923,-70.80956944023771
1701014879266524553,-34.39607431746171,-70.80956932203343
1701014879464441537,-34.39607423618427,-70.80956923282864
1701014879464490890,-34.39607414643301,-70.80956907213881
1701014879581949949,-34.396074039057076,-70.80956900122122
1701014879581998825,-34.39607390074556,-70.80956889792226
1701014879606896162,-34.39607379897417,-70.8095688613792
1701014879606938600,-34.39607372240399,-70.80956876587493
