Timestamp,Latitude,Longitude,Altitude
1694601562739572737,-34.395675036089706,-70.80956066554629,405.84666358024754
1694601562875598717,-34.395675496616526,-70.80956068738078,405.86296845683245
1694601562875598717,-34.395675986734034,-70.80956075189154,405.8689772500671
1694601563008293617,-34.39567637901159,-70.80956080494079,405.87712963541856
1694601563031743612,-34.395676841961354,-70.80956093389044,405.87612358589024
1694601563123741286,-34.39567732190994,-70.80956098684982,405.88919142000356
1694601563294306158,-34.39567771146795,-70.80956103590907,405.89576040237955
1694601563440906348,-34.39567813210025,-70.80956107732759,405.88525398915374
1694601563440906348,-34.39567850003076,-70.80956122670378,405.8698680939046
1694601563571663381,-34.39567887596095,-70.80956139599498,405.8643010680487
1694601563688189926,-34.39567927011169,-70.8095615396746,405.85337050130914
1694601563688189926,-34.3956796550073,-70.8095616303034,405.85275473754444
1694601563827762302,-34.39568001313069,-70.80956173495855,405.8541041321743
1694601563964111447,-34.395680399440266,-70.80956189711566,405.8375196359916
1694601564101665228,-34.39568076757657,-70.80956203662456,405.83178645756476
1694601564232634362,-34.39568113954365,-70.80956213116974,405.8225211035514
1694601564297843136,-34.3956815182113,-70.80956220169764,405.8205875468504
1694601564358217443,-34.395681923089676,-70.80956228432153,405.8166170824755
1694601564505247543,-34.39568231351314,-70.80956239322852,405.80468481972036
1694601564644646641,-34.395682703839945,-70.80956250696636,405.78430058431593
1694601564671824607,-34.395683097785266,-70.80956250894394,405.77301825806927
1694601564784199781,-34.39568347321471,-70.80956257307425,405.7570305711596
1694601564894930810,-34.39568388412045,-70.8095626653087,405.72891441661034
1694601565048897295,-34.395684303967286,-70.80956265864896,405.71379788976395
1694601565048897295,-34.39568477390432,-70.80956267871508,405.72544077074025
1694601565193252292,-34.39568524355604,-70.80956281378234,405.70849462884166
1694601565342777865,-34.395685642942084,-70.8095629176474,405.6884332261661
1694601565472028125,-34.39568601254339,-70.80956296260959,405.67822601146287
1694601565508816487,-34.395686451616655,-70.8095630261107,405.6875452262303
1694601565619539201,-34.39568684504283,-70.80956310015625,405.6916532715918
1694601565641060185,-34.395687238867765,-70.80956316663567,405.6808273326889
1694601565702279066,-34.395687656567134,-70.80956327617487,405.66255001923054
1694601565808223447,-34.395688007755766,-70.80956339748772,405.65372313171906
1694601565969726371,-34.39568837229423,-70.80956350344046,405.6594404396799
1694601566030515301,-34.395688782481294,-70.80956361138385,405.64175060394155
1694601566121169642,-34.39568916328826,-70.8095636887466,405.62588616155796
1694601566217962480,-34.395689502035154,-70.80956381811906,405.59818491669773
1694601566334538375,-34.3956897707624,-70.80956392340767,405.58751221306477
1694601566452169462,-34.3956900765912,-70.80956399489547,405.5726976161963
1694601566551661047,-34.3956904376276,-70.80956400652845,405.5617255024101
1694601566646496673,-34.39569074724908,-70.80956405492653,405.55476758245044
1694601566737066559,-34.39569108461215,-70.80956411222448,405.5440499377199
1694601566826619763,-34.395691409195365,-70.8095640768467,405.5372705155509
1694601566922924162,-34.395691738455035,-70.80956413163035,405.50813915643124
1694601567031455422,-34.39569210668519,-70.80956418842628,405.49194551699327
1694601567139292314,-34.395692471160345,-70.80956425117928,405.48442960475336
1694601567251823105,-34.395692817446076,-70.80956429711874,405.4675863846506
1694601567327739915,-34.39569322281912,-70.8095643643708,405.4534407763457
1694601567423292019,-34.39569367862725,-70.80956450583665,405.43863942814613
1694601567508190608,-34.3956940890083,-70.80956463714043,405.4113456806793
1694601567569108435,-34.39569452556346,-70.80956474808694,405.3742057533647
1694601567737666402,-34.39569496992765,-70.8095647886677,405.35658556067403
1694601567859752137,-34.39569537426268,-70.80956485312299,405.34377469945304
1694601567950274314,-34.39569574811902,-70.80956493232743,405.3436182488057
1694601568024139568,-34.3956961206745,-70.80956497532046,405.3283548500297
