Timestamp,Latitude,Longitude,Altitude
1700831201846124322,-34.3960244574003,-70.80955870270223,405.6801198992796
1700831201846124322,-34.39602423570285,-70.80955868528285,405.68605051755156
1700831201846124322,-34.39602398645921,-70.8095587044278,405.6895254969019
1700831201846124322,-34.39602375036054,-70.80955874720648,405.70221482945243
1700831201846124322,-34.396023499006866,-70.8095588016674,405.7055630777845
1700831201846124322,-34.39602329884077,-70.80955878321407,405.6932355257038
1700831202362412218,-34.396023042232194,-70.80955877598183,405.69052989322324
1700831202426282323,-34.396022838947495,-70.80955870409917,405.6806247521982
1700831202517181259,-34.39602266200611,-70.80955867823602,405.6931861315324
1700831202637878196,-34.39602240945523,-70.80955863106763,405.6941525601755
1700831202790987031,-34.396022237865324,-70.80955857005468,405.68028612719837
1700831202869569424,-34.39602203178131,-70.80955847172494,405.67741623033413
1700831202953655892,-34.39602182901514,-70.80955838217736,405.66077692659184
1700831203034221992,-34.396021564202094,-70.80955834200769,405.66699959343305
1700831203145006545,-34.39602131476992,-70.80955832730858,405.6632924875647
1700831203243679182,-34.396021046137456,-70.80955826457196,405.64303836004296
1700831203357406893,-34.39602082907123,-70.8095582403969,405.6182716604024
1700831203441238860,-34.39602051458263,-70.80955829272747,405.6018179210446
1700831203563283220,-34.396020211830425,-70.80955829457868,405.5868914458434
1700831203651283178,-34.39601991383231,-70.80955826576903,405.5810856368002
1700831203751887083,-34.396019633613435,-70.80955823305591,405.576859131446
1700831203847631218,-34.396019394217134,-70.80955816661537,405.5741124242981
1700831203963381710,-34.396019153251636,-70.8095580545875,405.5614033160156
1700831204066007413,-34.39601891169504,-70.80955782498849,405.54687781571255
1700831204166280872,-34.3960186939875,-70.80955759306812,405.5339999742057
1700831204266964113,-34.39601842191618,-70.80955745817701,405.5419622947971
1700831204390790937,-34.396018081986455,-70.8095573535618,405.52469952160783
1700831204488085048,-34.396017759574036,-70.80955715704602,405.5105396001485
1700831204580986923,-34.396017449551074,-70.80955697267768,405.5128995599585
