Timestamp,Position_X,Position_Y,Orientation_Z,Orientation_W,Vel_lin_X,Vel_ang_Z
1700831202332233157,0.0016000666949654958,0.0246791382089242,0.7040147244559685,0.7101853756232853,0.0,0.0
1700831202426282323,-0.006731136452586852,0.1575350933725698,0.7071067810869475,0.7071067812861476,3.0094882312247243e-09,1.4544409838614685e-10
1700831202426282323,-0.0067311364664253805,0.15753509356618464,0.7071067810902317,0.7071067812828633,3.0532723725160396e-09,1.4544409838614685e-10
1700831202466857279,-5.817470589405645e-05,0.1803973662287735,0.7039933222584468,0.7102065912222405,0.005754531919985903,-0.0014854912945974409
1700831202507107973,1.145908938431812e-05,0.1806284471469403,0.7039720895434558,0.7102276375527924,0.005757486792025099,-0.0014854912945974409
1700831202537315969,0.002247357189081112,0.19986148179967028,0.7009092648518626,0.7132504486117212,0.011388237508603575,-0.003177899696886711
1700831202567494098,0.0023721729836388354,0.2004327420917885,0.7008522419282225,0.7133064804024875,0.011403155125843027,-0.003177899696886711
1700831202607701910,0.0024720848977451805,0.20088978947398778,0.7008066685754897,0.7133512551892818,0.011415076608498078,-0.003177899696886711
1700831202670162352,0.006580034580571499,0.22797519343153136,0.6977904602434434,0.7163019430332738,0.02043182135631143,-0.005057144783200702
1700831202700358606,0.006831249366197303,0.22924750836773689,0.697677285613237,0.7164121754544277,0.020491539102388604,-0.005057144783200702
1700831202740609700,0.006993672043017031,0.23006907323468764,0.6976043672813267,0.7164831796699905,0.020530010336224407,-0.005057144783200702
1700831202809170425,0.012184412661340412,0.24707641215315626,0.6946583707583041,0.719339800049614,0.02684647343693646,-0.007113439383605265
1700831202849441096,0.012485307472606911,0.24836771154051968,0.694534557194131,0.7194593448299579,0.02692643195639062,-0.007113439383605265
1700831202903357932,0.021216542401244137,0.2700174757317573,0.6915130563936058,0.7223639614745283,0.03637780103183921,-0.009498280712287671
1700831202943594829,0.021880800384883537,0.27232436727306825,0.6912935182885037,0.7225740595761118,0.03656691479080247,-0.009498280712287671
1700831202993912267,0.029441984760975672,0.2925892032805293,0.6883545762489797,0.7253743704853981,0.04605459952821783,-0.01194693611825699
1700831203034221992,0.030164380934595995,0.2948778051672249,0.6881364913862531,0.7255812630040946,0.04627806208391997,-0.01194693611825699
1700831203084644568,0.033131792479779584,0.322067925082552,0.6851829908963931,0.7283709693461659,0.05966548838455725,-0.014502383484357402
1700831203134947116,0.03428190192298942,0.3262309186666146,0.6848103518054822,0.7287213336111765,0.06014093964060882,-0.014502383484357402
1700831203173231104,0.034481988106478255,0.34983446805404367,0.6883545751517306,0.7253743715266486,0.07188758994305126,-0.010940991601112511
1700831203213484412,0.03539450096086282,0.35400650554344015,0.688122767789848,0.7255942781260329,0.07241029763629203,-0.010940991601112511
1700831203266820660,0.04024469345718018,0.3797383643342485,0.6851829907800261,0.728370969455633,0.08628412579548067,-0.01374869029519
1700831203307109295,0.0414511625322311,0.38517156426250626,0.6848653266296527,0.7286696675314948,0.08703174830368472,-0.01374869029519
1700831203370814818,0.04246530814925358,0.4039019611985281,0.6819983604302781,0.7313537012762105,0.09657886797943968,-0.016499290803690052
1700831203411055522,0.04334188364086796,0.4080737747739114,0.6817353325902118,0.7315988903067809,0.09718113554401576,-0.016499290803690052
1700831203452596151,0.0441580907298298,0.41194804312691513,0.6814924045023503,0.7318251858235032,0.09773720052468092,-0.016499290803690052
1700831203502910682,0.038581750458691014,0.44601676861547296,0.6849043648324045,0.7286329741601876,0.11648290774435968,-0.01240317444775448
1700831203580853635,0.0374884116194287,0.47261259009526196,0.6883545752127768,0.725374371468718,0.13101319997983082,-0.008159797565351012
1700831203621097926,0.0379628453008546,0.477547716165132,0.6882430240659511,0.7254802132550238,0.1318225592699452,-0.008159797565351012
1700831203661345914,0.038472209758638486,0.4828514534664526,0.6881238806068618,0.7255932227760631,0.13268687420177191,-0.008159797565351012
1700831203701584154,0.04013473737563308,0.505785440414789,0.685182990857906,0.7283709693823709,0.1489103501080499,-0.01165257687061639
1700831203701584154,0.04089281890027239,0.5132759931628518,0.6849694998086302,0.7285717427487254,0.15020440188252504,-0.01165257687061639
1700831203751887083,0.041505072018996426,0.5193153056159284,0.6847986530700926,0.7287323272322883,0.15123971322532062,-0.01165257687061639
1700831203767156763,0.043139618810043044,0.5369791272598079,0.6819983604999206,0.7313537012112679,0.16389864060528592,-0.015019081403582006
1700831203807394632,0.04412421780065142,0.5460751396436747,0.6816934459533861,0.7316379198375368,0.16551669135289476,-0.015019081403582006
1700831203872826255,0.04924254992045143,0.5636284848530864,0.6788007459777545,0.7343225090245048,0.17557100798437184,-0.018345097310865262
1700831203913078681,0.0505125034327447,0.5733316018419069,0.6784275979049151,0.7346672678165039,0.1773265159251575,-0.018345097310865262
1700831203985498212,0.05953293146637121,0.5904525242483664,0.6755902079455235,0.7372773365078601,0.18497961739283672,-0.021407723267013526
1700831204025741070,0.06084658790004031,0.5982110893879907,0.6752567842226106,0.7375827244189893,0.1863902005830658,-0.021407723267013526
1700831204066007413,0.06275059569835573,0.6094028664383054,0.6747799084854905,0.7380190208282663,0.1884066581224767,-0.021407723267013526
